,ncm_id,ncm_volume,ncm_sur,pore_id,pore_volume,pore_sur
194,14,506190.5,47119.56885075569,198,28.5,40.55634891986847
195,14,506190.5,47119.56885075569,199,47.5,60.69848430156708
196,14,506190.5,47119.56885075569,200,12.5,29.727921843528748
197,14,506190.5,47119.56885075569,201,33.5,31.38477599620819
198,14,506190.5,47119.56885075569,202,24.0,39.97056245803833
199,14,506190.5,47119.56885075569,203,58.25,71.37005722522736
200,14,506190.5,47119.56885075569,204,67.5,86.35533845424652
201,14,506190.5,47119.56885075569,205,66.5,75.5269113779068
202,14,506190.5,47119.56885075569,206,16.0,33.14213538169861
203,14,506190.5,47119.56885075569,207,27.5,45.041630148887634
204,14,506190.5,47119.56885075569,208,66.0,79.42640614509583
205,14,506190.5,47119.56885075569,209,16.5,44.21320307254791
206,14,506190.5,47119.56885075569,210,73.5,66.62741661071777
207,14,506190.5,47119.56885075569,211,41.0,41.42030984163284
208,14,506190.5,47119.56885075569,212,24.0,29.97056245803833
209,14,506190.5,47119.56885075569,213,68.5,57.041630148887634
210,14,506190.5,47119.56885075569,214,66.5,52.69848430156708
211,14,506190.5,47119.56885075569,215,141.0,139.36753106117249
212,14,506190.5,47119.56885075569,216,32.25,33.09188276529312
213,14,506190.5,47119.56885075569,217,44.5,53.041630148887634
214,14,506190.5,47119.56885075569,218,47.5,72.28427076339722
215,14,506190.5,47119.56885075569,219,30.5,44.00609630346298
216,14,506190.5,47119.56885075569,220,25.0,43.38477599620819
217,14,506190.5,47119.56885075569,221,19.0,33.14213538169861
218,14,506190.5,47119.56885075569,222,30.0,40.38477599620819
219,14,506190.5,47119.56885075569,223,19.0,32.31370830535889
220,14,506190.5,47119.56885075569,224,58.0,47.28427076339722
221,14,506190.5,47119.56885075569,225,15.5,30.899494767189022
222,14,506190.5,47119.56885075569,226,52.0,62.11269783973694
223,14,506190.5,47119.56885075569,227,32.0,35.97056245803833
224,14,506190.5,47119.56885075569,228,33.0,52.79898953437805
225,14,506190.5,47119.56885075569,229,49.1,66.62741661071777
226,14,506190.5,47119.56885075569,230,61.0,70.87005722522736
227,14,506190.5,47119.56885075569,231,32.0,38.79898953437805
228,14,506190.5,47119.56885075569,232,48.5,48.62741661071777
229,14,506190.5,47119.56885075569,233,57.0,56.11269783973694
230,14,506190.5,47119.56885075569,234,74.375,53.28427076339722
231,14,506190.5,47119.56885075569,235,112.5,72.84061968326569
232,14,506190.5,47119.56885075569,236,26.0,31.14213538169861
